FIPS,MortalityRate,Aged 17 or Younger,Aged 65 or Older,Below Poverty,Crowding,Group Quarters,Limited English Ability,Minority Status,Mobile Homes,Multi-Unit Structures,No High School Diploma,No Vehicle,Single-Parent Household,Unemployment,Year,Anomaly,AnomalyScore,HighMortality
39131,77.76,72.45,34.27,91.7,54.15,32.99,8.56,7.35,87.34,38.53,79.22,60.83,68.98,59.21,2022,0,-0.09476959479530572,True
39141,82.24,37.61,29.3,61.09,14.79,88.32,16.61,33.22,64.72,59.21,55.68,66.05,68.98,69.39,2022,0,-0.07600393348586093,True
39145,121.89,44.13,39.26,90.65,50.87,79.76,8.56,18.61,65.99,64.52,62.46,74.61,55.52,88.55,2022,0,-0.09298579301013232,True
39155,61.8,31.02,72.7,68.63,27.65,46.2,31.5,41.3,22.34,74.01,49.44,82.06,62.58,51.8,2022,0,-0.10036790732640904,True
39163,159.17,45.34,42.73,79.57,54.15,6.94,16.61,1.69,91.44,19.69,91.31,33.69,53.04,27.52,2022,0,-0.052235181953250165,True
42021,67.71,18.61,79.96,46.87,9.48,81.9,8.56,23.23,22.81,74.58,22.08,95.04,57.11,56.03,2022,0,-0.04488165635222341,True
42051,66.8,19.34,72.1,59.24,23.93,72.54,16.61,28.79,53.04,51.64,47.76,82.82,40.82,86.16,2022,0,-0.0958137930467457,True
42073,108.43,25.07,76.49,47.22,17.24,59.02,31.5,26.92,35.28,60.87,29.34,79.48,69.84,83.2,2022,0,-0.06993431042521864,True
42101,81.22,42.63,9.42,85.87,76.77,66.59,94.72,94.65,1.05,95.45,66.18,99.43,93.95,93.06,2022,1,0.02864067948541138,True
47001,95.04,39.1,58.73,56.98,43.11,40.03,51.8,36.49,50.68,84.19,38.88,50.3,49.22,63.86,2022,0,-0.068260913598083,True
47021,102.8,41.27,16.77,19.95,50.87,10.91,58.61,28.16,55.39,64.52,54.02,3.12,57.11,29.24,2022,0,-0.023047401108425625,True
47025,64.75,16.83,53.48,79.32,23.93,75.6,16.61,6.27,89.21,28.67,85.62,44.54,22.11,75.44,2022,0,-0.08242801929367843,True
47129,56.54,19.34,39.26,80.5,50.87,94.37,8.56,26.92,90.52,4.14,88.39,32.17,30.29,92.43,2022,0,-0.045423780673543024,True
47145,107.11,15.49,79.16,45.37,36.08,25.2,24.75,23.99,63.06,56.41,46.83,50.3,10.12,53.93,2022,0,-0.05426886858629815,True
47173,83.12,42.63,37.93,60.52,63.6,10.91,8.56,4.74,87.72,15.94,90.87,14.13,53.04,69.39,2022,0,-0.046866216558034635,True
51021,65.77,2.67,82.88,11.84,60.83,97.23,0.0,12.76,86.51,9.23,29.34,18.33,1.75,22.08,2022,1,0.08183588337361969,True
51027,113.68,6.43,79.16,93.41,5.57,80.21,8.56,1.5,95.93,14.06,97.77,41.2,53.04,73.85,2022,0,-0.021797965985766554,True
51051,94.72,19.89,81.29,91.12,2.0,70.92,0.0,0.32,93.83,36.59,88.39,73.46,17.34,23.93,2022,0,-0.02761791433328642,True
51105,55.34,15.49,74.64,93.35,39.33,86.99,43.49,20.62,82.66,21.41,87.59,88.01,86.86,91.41,2022,0,-0.06285679157710988,True
51167,68.36,13.43,76.9,79.57,7.22,43.21,0.0,1.69,81.83,15.94,83.33,67.23,14.99,72.51,2022,0,-0.059296138075950355,True
51185,57.76,23.7,78.62,77.41,9.48,74.1,8.56,14.09,86.16,32.1,68.85,78.81,67.36,69.39,2022,0,-0.09857384119531193,True
51195,71.71,17.59,48.01,80.18,7.22,90.58,24.75,25.87,91.25,52.69,90.87,90.9,62.58,94.65,2022,0,-0.07719162924312817,True
54003,71.05,64.52,14.25,27.08,50.87,6.94,43.49,49.13,52.27,51.64,40.85,51.77,42.79,47.38,2022,0,-0.055259436749582114,True
54005,119.23,34.43,66.97,63.67,4.04,5.38,24.75,0.32,91.73,17.85,78.36,82.82,34.11,96.18,2022,0,-0.03841555557069354,True
54009,73.62,9.35,84.54,39.04,14.79,79.16,51.8,9.83,49.13,74.58,24.88,72.03,36.24,69.39,2022,0,-0.026171955430854155,True
54011,129.41,22.62,50.49,83.17,23.93,79.76,24.75,30.86,41.14,87.81,47.76,92.87,57.11,75.44,2022,0,-0.08763222060706072,True
54015,86.84,48.46,67.55,89.02,75.37,10.91,0.0,0.57,94.43,7.57,82.21,81.23,34.11,97.96,2022,0,-0.06875042344134208,True
54019,121.56,32.13,72.7,82.76,17.24,74.1,8.56,21.09,64.4,49.6,75.98,92.52,40.82,88.55,2022,0,-0.09979415019082616,True
54025,83.24,20.65,82.47,81.45,9.48,49.16,8.56,22.34,61.28,50.62,59.59,68.53,34.11,40.38,2022,0,-0.07597017296253838,True
54029,63.89,15.49,85.33,43.21,9.48,14.03,0.0,16.96,42.28,55.33,41.9,68.53,36.24,92.81,2022,0,-0.02133617171436719,True
54035,82.98,46.96,62.55,77.03,60.83,5.38,8.56,1.4,79.83,24.94,42.76,89.37,12.31,27.52,2022,0,-0.033163255901857425,True
54039,99.71,25.07,68.47,63.67,20.27,43.21,16.61,38.24,49.54,78.87,40.85,94.46,59.12,63.86,2022,0,-0.09174010542008826,True
54043,100.5,54.44,56.6,88.71,17.24,2.93,8.56,0.83,97.07,21.41,85.62,88.01,24.12,72.51,2022,0,-0.08747419009677115,True
54045,140.5,32.13,70.6,96.02,20.27,55.77,0.0,3.37,80.46,43.02,89.28,91.44,44.86,99.05,2022,0,-0.08753972118147135,True
54047,156.86,31.02,79.96,98.47,11.93,93.95,43.49,52.02,80.75,23.16,95.45,91.63,44.86,99.55,2022,0,-0.015413595526995616,True
54053,76.0,35.48,71.36,69.01,14.79,67.8,0.0,2.29,86.8,26.95,73.24,73.46,11.23,15.88,2022,0,-0.022393509861243333,True
54055,95.4,33.31,75.25,84.57,54.15,53.93,37.7,31.4,80.15,56.41,68.85,83.96,51.03,38.53,2022,0,-0.07281020775395441,True
54059,119.61,54.44,63.6,96.6,36.08,2.93,0.0,3.37,95.7,58.45,96.09,95.96,24.12,97.96,2022,0,-0.052593140371301195,True
54067,73.97,36.59,77.98,61.63,5.57,6.94,8.56,0.89,83.55,19.69,53.04,67.23,46.93,81.42,2022,0,-0.05042111178801406,True
54069,60.32,20.65,75.25,56.51,5.57,83.9,37.7,24.85,17.28,86.51,20.27,96.31,57.11,61.6,2022,0,-0.039212046226902664,True
54081,128.98,36.59,69.3,84.31,27.65,78.59,8.56,37.48,68.92,55.33,74.64,89.37,78.17,85.46,2022,0,-0.09482328978880877,True
54089,107.3,4.07,91.28,81.32,75.37,89.21,16.61,22.94,65.99,24.94,83.65,87.46,27.87,89.56,2022,0,-0.027381575850047524,True
54099,86.85,29.94,69.93,77.03,23.93,2.93,8.56,1.69,79.48,26.95,79.22,85.68,20.65,56.03,2022,0,-0.08410140889287687,True
54109,126.66,27.81,76.9,92.11,36.08,2.93,24.75,0.89,94.94,23.16,96.37,93.32,1.97,79.19,2022,0,-0.051985389597106024,True
